yes: standard output: Broken pipe
yes: write error
chrom begin end CDS_length
LR999940.1 1 2000000 29993
LR999940.1 2000001 4000000 30273
LR999940.1 4000001 6000000 18514
LR999940.1 6000001 8000000 18601
LR999940.1 8000001 10000000 16691
LR999940.1 10000001 12000000 26763
LR999940.1 12000001 13819298 25522
rm: cannot remove ‘begin_LR999926.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999927.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999928.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999929.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999930.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999931.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999932.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999933.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999934.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999935.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999936.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999937.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999938.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999939.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999940.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999941.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999942.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999943.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999944.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999945.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999946.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999947.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999948.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999949.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999950.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999951.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999952.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999953.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999954.1.tmp’: No such file or directory
rm: cannot remove ‘begin_LR999955.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999924.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999925.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999926.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999927.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999928.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999929.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999930.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999931.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999932.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999933.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999934.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999943.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999944.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999945.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999946.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999947.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999948.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999949.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999950.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999951.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999952.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999953.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999954.1.tmp’: No such file or directory
rm: cannot remove ‘chrom_LR999955.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999924.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999925.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999926.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999927.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999928.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999929.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999930.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999931.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999932.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999933.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999934.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999935.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999936.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999937.1.tmp’: No such file or directory
rm: cannot remove ‘end_LR999938.1.tmp’: No such file or directory
